name,profile,url,bias,factual,credibility
TooFab – Bias and Credibility,https://mediabiasfactcheck.com/toofab/,www.toofab.com,left,mixed,low credibility
South Florida Sun-Sentinel – Bias and Credibility,https://mediabiasfactcheck.com/south-florida-sun-sentinel/,www.sun-sentinel.com,center,high,high credibility
Tri-City Record – Bias and Credibility,https://mediabiasfactcheck.com/tri-city-record-bias/,www.tri-cityrecord.org,left-center,mixed,low credibility
St. Cloud Times – Bias and Credibility,https://mediabiasfactcheck.com/st-cloud-times/,www.sctimes.com,center,high,high credibility
Truth in Media – Bias and Credibility,https://mediabiasfactcheck.com/truth-in-media/,www.truthinmedia.com,extreme-right,low,low credibility
Two Rivers News – Bias and Credibility,https://mediabiasfactcheck.com/two-rivers-news-bias/,www.tworiversnews.org,left-center,mixed,low credibility
Unmuzzled News – Bias and Credibility,https://mediabiasfactcheck.com/unmuzzled-news-bias/,www.unmuzzlednews.com,right,mixed,low credibility
UrduPoint – Bias and Credibility,https://mediabiasfactcheck.com/urdupoint-bias/,www.urdupoint.com,right-center,mixed,low credibility
Tempe Foothills Focus – Bias and Credibility,https://mediabiasfactcheck.com/tempe-foothills-focus-bias/,www.thefoothillsfocus.com,center,high,high credibility
The Argonaut – Bias and Credibility,https://mediabiasfactcheck.com/the-argonaut-bias/,www.argonautnews.com,center,high,high credibility
WallBuilders – Bias and Credibility,https://mediabiasfactcheck.com/wallbuilders/,www.wallbuilders.com,extreme-right,low,low credibility
South STL News – Bias and Credibility,https://mediabiasfactcheck.com/south-stl-news-bias/,www.southstlnews.com,right-center,mixed,low credibility
Springfield Standard – Bias and Credibility,https://mediabiasfactcheck.com/springfield-standard-bias/,www.springfieldstandard.com,right-center,mixed,low credibility
Sputnik News Agency – India – Bias and Credibility,https://mediabiasfactcheck.com/sputnik-news-agency-india-bias/,www.sputniknews.in,right,VeryLow,low credibility
Stares at the World – Bias and Credibility,https://mediabiasfactcheck.com/stares-at-the-world/,www.staresattheworld.com,extreme-right,low,low credibility
Steadfast and Loyal – Bias and Credibility,https://mediabiasfactcheck.com/steadfast-and-loyal/,www.steadfastandloyal.com,right,mixed,low credibility
South Birmingham Times – Bias and Credibility,https://mediabiasfactcheck.com/south-birmingham-times/,www.southbirminghamtimes.com,right-center,mixed,low credibility
NewzJunky.com – Bias and Credibility,https://mediabiasfactcheck.com/newzjunky-com/,www.no url available,center,mixed,medium credibility
Norfolk Daily News – Bias and Credibility,https://mediabiasfactcheck.com/norfolk-daily-news/,www.norfolkdailynews.com,center,high,high credibility
Sunflower State News – Bias and Credibility,https://mediabiasfactcheck.com/sunflower-state-news-bias/,www.sunflowerstatenews.com,right-center,mixed,low credibility
Oakland Press – Bias and Credibility,https://mediabiasfactcheck.com/oakland-press-bias/,www.theoaklandpress.com,center,high,high credibility
SW Bluegrass News – Bias and Credibility,https://mediabiasfactcheck.com/sw-bluegrass-news-bias/,www.swbluegrassnews.com,right-center,mixed,low credibility
Osceola Sentinel-Tribune – Bias and Credibility,https://mediabiasfactcheck.com/osceola-sentinel-tribune-bias/,www.osceolaiowa.com,center,high,high credibility
Oxford Mail – Bias and Credibility,https://mediabiasfactcheck.com/oxford-mail-bias/,www.oxfordmail.co.uk,center,high,high credibility
Pasadena Star-News – Bias and Credibility,https://mediabiasfactcheck.com/pasadena-star-news-bias/,www.pasadenastarnews.com,center,high,high credibility
Peoria Times – Bias and Credibility,https://mediabiasfactcheck.com/peoria-times-bias/,www.peoriatimes.com,center,high,high credibility
Tea Party Patriots – Bias and Credibility,https://mediabiasfactcheck.com/tea-party-patriots/,www.teapartypatriots.org,right,mixed,low credibility
The American Mirror – Bias and Credibility,https://mediabiasfactcheck.com/the-american-mirror/,www.theamericanmirror.com,extreme-right,low,low credibility
The Blacksphere (Kevin Jackson) – Bias and Credibility,https://mediabiasfactcheck.com/the-blacksphere-kevin-jackson/,www.theblacksphere.net,right,mixed,low credibility
Prairie Advocate – Bias and Credibility,https://mediabiasfactcheck.com/prairie-advocate-bias/,www.shawlocal.com,center,high,high credibility
Public Policy Polling (PPP) – Bias and Credibility,https://mediabiasfactcheck.com/public-policy-polling-ppp/,www.publicpolicypolling.com,center,high,no credibility rating available
Quad City Times – Bias and Credibility,https://mediabiasfactcheck.com/quad-city-times/,www.qctimes.com,center,high,no credibility rating available
The Federalist Papers Project – Bias and Credibility,https://mediabiasfactcheck.com/the-federalist-papers-project/,www.thefederalistpapers.org,extreme-right,low,low credibility
The Frisky – Bias and Credibility,https://mediabiasfactcheck.com/the-frisky/,www.thefrisky.com,left-center,mixed,low credibility
Redwood Falls Gazette – Bias and Credibility,https://mediabiasfactcheck.com/redwood-falls-gazette-bias/,www.redwoodfallsgazette.com,center,high,high credibility
Repustar – Bias and Credibility,https://mediabiasfactcheck.com/repustar-bias/,www.repustar.com,center,high,high credibility
Riverdale Press – Bias and Credibility,https://mediabiasfactcheck.com/riverdale-press/,www.riverdalepress.com,center,high,high credibility
The National Pulse – Bias and Credibility,https://mediabiasfactcheck.com/the-national-pulse/,www.thenationalpulse.com,extreme-right,mixed,low credibility
San Diego Union Tribune – Bias and Credibility,https://mediabiasfactcheck.com/san-diego-union-tribune/,www.sandiegouniontribune.com,center,high,no credibility rating available
Rebel News – Bias and Credibility,https://mediabiasfactcheck.com/the-rebel/,www.rebelnews.com,right,mixed,low credibility
Sauk Valley Telegraph – Bias and Credibility,https://mediabiasfactcheck.com/sauk-valley-telegraph-bias/,www.shawlocal.com,center,high,high credibility
Scottsdale Airpark News – Bias and Credibility,https://mediabiasfactcheck.com/scottdale-airpark-news-bias/,www.scottsdaleairpark.com,center,high,high credibility
Tehran Times – Bias and Credibility,https://mediabiasfactcheck.com/tehran-times/,www.tehrantimes.com,right,mixed,low credibility
The Union Journal – Bias and Credibility,https://mediabiasfactcheck.com/the-union-journal/,www.theunionjournal.com,No media bias rating,low,low credibility
Sky-Hi News – Bias and Credibility,https://mediabiasfactcheck.com/sky-hi-news-bias/,www.skyhinews.com,center,high,high credibility
Topeka Sun – Bias and Credibility,https://mediabiasfactcheck.com/topeka-sun-bias/,www.topekasun.com,right-center,mixed,low credibility
Trending Politics – Bias and Credibility,https://mediabiasfactcheck.com/trending-politics/,www.trendingpolitics.com,right,low,low credibility
Springfield News-Sun – Bias and Credibility,https://mediabiasfactcheck.com/springfield-news-sun-bias/,www.springfieldnewssun.com,center,high,high credibility
St. Joseph News-Press – Bias and Credibility,https://mediabiasfactcheck.com/st-joseph-news-press-bias/,www.newspressnow.com,center,high,high credibility
Statesville Record & Landmark – Bias and Credibility,https://mediabiasfactcheck.com/statesville-record-landmark/,www.statesville.com,center,high,high credibility
St. John News – Bias and Credibility,https://mediabiasfactcheck.com/st-john-news-bias/,www.sjnewsonline.com,center,high,high credibility
UP Gazette – Bias and Credibility,https://mediabiasfactcheck.com/up-gazette-bias/,www.upgazette.com,right-center,mixed,low credibility
USA Really – Bias and Credibility,https://mediabiasfactcheck.com/usa-really/,www.usareally.com,right,VeryLow,low credibility
Texas Standard – Bias and Credibility,https://mediabiasfactcheck.com/texas-standard/,www.texasstandard.org,center,high,high credibility
Vidmax – Bias and Credibility,https://mediabiasfactcheck.com/vidmax-2/,www.vidmax.com,extreme-right,low,low credibility
Vision Times – Bias and Credibility,https://mediabiasfactcheck.com/vision-times/,www.visiontimes.com,right,mixed,low credibility
National Bureau of Economic Research (NBER) – Bias and Credibility,https://mediabiasfactcheck.com/national-bureau-of-economic-research-nber/,www.nber.org,center,high,high credibility
Sputnik News Agency – Italia – Bias and Credibility,https://mediabiasfactcheck.com/sputnik-news-agency-italia-bias/,it.sputniknews.com,right,VeryLow,low credibility
State of the Nation – Bias and Credibility,https://mediabiasfactcheck.com/state-of-the-union-2012/,www.stateofthenation.co,extreme-right,low,low credibility
News Lookup – Bias and Credibility,https://mediabiasfactcheck.com/news-lookup/,www.newslookup.com,center,mixed,medium credibility
NewsNow (UK) – Bias and Credibility,https://mediabiasfactcheck.com/newsnow-uk/,www.newsnow.co.uk,center,mixed,medium credibility
NK News – Bias and Credibility,https://mediabiasfactcheck.com/nk-news/,www.nknews.org,center,mostly,high credibility
North Korea Times – Bias and Credibility,https://mediabiasfactcheck.com/north-korea-times/,www.northkoreatimes.com,center,mostly,medium credibility
Support Israel Now – Bias and Credibility,https://mediabiasfactcheck.com/support-israel-now/,www.supportisraelnow.com,extreme-right,low,low credibility
Ogemaw County Herald – Bias and Credibility,https://mediabiasfactcheck.com/ogemaw-county-herald-bias/,www.ogemawherald.com,center,high,high credibility
SW Connecticut News – Bias and Credibility,https://mediabiasfactcheck.com/sw-connecticut-news/,www.swconnnews.com,right-center,mixed,low credibility
Oswego Ledger – Bias and Credibility,https://mediabiasfactcheck.com/oswego-ledger-bias/,www.shawlocal.com,center,high,high credibility
SW Riverside News – Bias and Credibility,https://mediabiasfactcheck.com/sw-riverside-news/,www.swriversidenews.com,right-center,mixed,low credibility
Patheos – Bias and Credibility,https://mediabiasfactcheck.com/patheos/,www.patheos.com,center,mixed,medium credibility
Peterson Institute for International Economics – Bias and Credibility,https://mediabiasfactcheck.com/peterson-institute-for-international-economics/,www.piie.com,center,high,high credibility
Pocahontas Star Herald – Bias and Credibility,https://mediabiasfactcheck.com/pocahontas-star-herald-bias/,www.starheraldnews.com,center,high,high credibility
The Bearded Patriot – Bias and Credibility,https://mediabiasfactcheck.com/the-bearded-patriot/,www.thebeardedpatriot.com,extreme-right,low,low credibility
Pottsville Republican-Herald – Bias and Credibility,https://mediabiasfactcheck.com/pottsville-republican-herald-bias/,www.republicanherald.com,center,high,high credibility
Pratt Tribune – Bias and Credibility,https://mediabiasfactcheck.com/pratt-tribune-bias/,www.pratttribune.com,center,high,high credibility
The Daily Bell – Bias and Credibility,https://mediabiasfactcheck.com/the-daily-bell/,www.thedailybell.com,right,low,low credibility
Queen Creek Tribune – Bias and Credibility,https://mediabiasfactcheck.com/queen-creek-tribune-bias/,www.queencreektribune.com,center,high,high credibility
Rand Corporation – Bias and Credibility,https://mediabiasfactcheck.com/rand-corporation/,www.rand.org,center,high,high credibility
Record Searchlight – Bias and Credibility,https://mediabiasfactcheck.com/record-searchlight-bias/,www.redding.com,center,high,high credibility
The Jewish Voice – Bias and Credibility,https://mediabiasfactcheck.com/the-jewish-voice-bias/,www.thejewishvoice.com,right,mixed,low credibility
RFI (Radio France Internationale) – Bias and Credibility,https://mediabiasfactcheck.com/rfi-radio-france-internationale/,www.rfi.fr,center,mostly,high credibility
Roll Call – Bias and Credibility,https://mediabiasfactcheck.com/roll-call/,www.rollcall.com,center,very high,high credibility
The Other 98% – Bias and Credibility,https://mediabiasfactcheck.com/the-other-98/,www.other98.com,No media bias rating,low,low credibility
The Proud Liberal – Bias and Credibility,https://mediabiasfactcheck.com/the-proud-liberal/,www.theproudliberal.org,extreme-left,mixed,low credibility
The Remnant Newspaper – Bias and Credibility,https://mediabiasfactcheck.com/the-remnant-magazine/,www.remnantnewspaper.com,extreme-right,low,low credibility
The Ron Paul Institute – Bias and Credibility,https://mediabiasfactcheck.com/the-ron-paul-institute/,www.ronpaulinstitute.org,right,mixed,no credibility rating available
SCOTUSblog – Bias and Credibility,https://mediabiasfactcheck.com/scotusblog/,www.scotusblog.com,center,high,high credibility
Shenandoah Valley News – Bias and Credibility,https://mediabiasfactcheck.com/shenandoah-valley-news/,www.valleynewstoday.com,center,high,high credibility
Sigourney News-Review – Bias and Credibility,https://mediabiasfactcheck.com/sigourney-news-review-bias/,www.sigourneynewsreview.com,center,high,high credibility
Sleepy Eye Herald-Dispatch – Bias and Credibility,https://mediabiasfactcheck.com/sleepy-eye-herald-dispatch-bias/,www.sleepyeyenews.com,center,high,high credibility
Southern Daily Echo – Bias and Credibility,https://mediabiasfactcheck.com/southern-daily-echo-bias/,www.dailyecho.co.uk,center,high,high credibility
Southwest Orange Observer – Bias and Credibility,https://mediabiasfactcheck.com/southwest-orange-observer-bias/,www.orangeobserver.com,center,high,high credibility
Spotlight PA – Bias and Credibility,https://mediabiasfactcheck.com/spotlight-pa/,www.spotlightpa.org,center,high,high credibility
Staten Island Advance – Bias and Credibility,https://mediabiasfactcheck.com/staten-island-advance/,www.silive.com,center,high,high credibility
Steamboat Pilot & Today – Bias and Credibility,https://mediabiasfactcheck.com/steamboat-pilot-today-bias/,www.steamboatpilot.com,center,high,high credibility
Unity News Network – Bias and Credibility,https://mediabiasfactcheck.com/unity-news-network/,unitynewsnetwork.co.uk,right,mixed,low credibility
Tagesschau – Bias and Credibility,https://mediabiasfactcheck.com/tagesschau-bias/,www.tagesschau.de,center,high,high credibility
USAnetwork.info – Bias and Credibility,https://mediabiasfactcheck.com/usanetwork-info/,www.usanetwork.info,extreme-right,VeryLow,no credibility rating available
Verdugos News – Bias and Credibility,https://mediabiasfactcheck.com/verdugos-news/,www.verdugosnews.com,right-center,mixed,low credibility
The Beach Reporter – Bias and Credibility,https://mediabiasfactcheck.com/the-beach-reporter-bias/,www.dailybreeze.com,center,high,high credibility
Washington Times – Bias and Credibility,https://mediabiasfactcheck.com/washington-times/,www.washingtontimes.com,right-center,mixed,low credibility
Nebraska City News-Press – Bias and Credibility,https://mediabiasfactcheck.com/nebraska-city-news-press-bias/,www.ncnewspress.com,center,high,high credibility
New Zealand Herald – Bias and Credibility,https://mediabiasfactcheck.com/new-zealand-herald/,www.nzherald.co.nz,center,high,high credibility
News24 (South Africa) – Bias and Credibility,https://mediabiasfactcheck.com/news24-south-africa/,www.news24.com,center,high,high credibility
New Straits Times – Bias and Credibility,https://mediabiasfactcheck.com/new-straits-times/,www.nst.com.my,center,mostly,no credibility rating available
St. Claire Today – Bias and Credibility,https://mediabiasfactcheck.com/st-claire-today-bias/,www.stclairtoday.com,right-center,mixed,low credibility
Students for Trump – Bias and Credibility,https://mediabiasfactcheck.com/students-for-trump/,www.trumpstudents.org,right,mixed,low credibility
North Tama Telegraph – Bias and Credibility,https://mediabiasfactcheck.com/north-tama-telegraph-bias/,www.northtamatelegraph.com,center,high,high credibility
SwampDrain.com – Bias and Credibility,https://mediabiasfactcheck.com/swampdrain-com/,www.swampdrain.com,extreme-right,low,low credibility
OpenMind Magazine – Bias and Credibility,https://mediabiasfactcheck.com/openmind-magazine-bias/,www.openmindmag.org,center,high,high credibility
SW Iowa Times – Bias and Credibility,https://mediabiasfactcheck.com/sw-iowa-times-bias/,www.swiowatimes.com,right-center,mixed,low credibility
Oyez Project – Bias and Credibility,https://mediabiasfactcheck.com/oyez-project/,www.oyez.org,center,very high,high credibility
SW Vegas News – Bias and Credibility,https://mediabiasfactcheck.com/sw-vegas-news-bias/,www.swvegasnews.com,right-center,mixed,low credibility
Tallahassee Sun – Bias and Credibility,https://mediabiasfactcheck.com/tallahassee-sun/,www.tallahasseesun.com,right-center,mixed,low credibility
Tea Party Inc – Bias and Credibility,https://mediabiasfactcheck.com/tea-party-inc/,www.teaparty.org,extreme-right,low,low credibility
Political Wire – Bias and Credibility,https://mediabiasfactcheck.com/political-wire/,www.politicalwire.com,center,high,high credibility
The BL – Bias and Credibility,https://mediabiasfactcheck.com/the-bl/,www.thebl.com,right,mixed,low credibility
PR Newswire – Bias and Credibility,https://mediabiasfactcheck.com/pr-newswire/,www.prnewswire.com,center,high,high credibility
The Conservative Papers – Bias and Credibility,https://mediabiasfactcheck.com/the-conservative-papers/,www.conservativepapers.com,right,mixed,low credibility
The D.C. Clothesline – Bias and Credibility,https://mediabiasfactcheck.com/the-d-c-clothesline/,www.dcclothesline.com,extreme-right,low,low credibility
The Epoch Times – Bias and Credibility,https://mediabiasfactcheck.com/the-epoch-times/,www.theepochtimes.com,right,mixed,low credibility
The Freedom Times – Bias and Credibility,https://mediabiasfactcheck.com/the-freedom-times/,www.thefreedomtimes.com,extreme-right,low,low credibility
Redlands Daily Facts – Bias and Credibility,https://mediabiasfactcheck.com/redlands-daily-facts-bias/,www.redlandsdailyfacts.com,center,high,high credibility
The Last Refuge (Conservative Treehouse) – Bias and Credibility,https://mediabiasfactcheck.com/the-last-refuge/,www.theconservativetreehouse.com,extreme-right,low,low credibility
The Liberty Revolution – Bias and Credibility,https://mediabiasfactcheck.com/the-liberty-revolution-bias/,www.thelibertyrevolution.com,right,low,low credibility
The National Patriot – Bias and Credibility,https://mediabiasfactcheck.com/the-national-patriot/,www.thenationalpatriot.com,extreme-right,low,low credibility
Saginaw News – Bias and Credibility,https://mediabiasfactcheck.com/saginaw-news-bias/,www.mlive.com,center,high,high credibility
The Raging Patriot – Bias and Credibility,https://mediabiasfactcheck.com/the-raging-patriot-bias/,www.theragingpatriot.org,extreme-right,low,low credibility
The RFAngle – Bias and Credibility,https://mediabiasfactcheck.com/the-rfangle/,www.rfangle.com,extreme-right,mixed,low credibility
The Science News Reporter – Bias and Credibility,https://mediabiasfactcheck.com/the-science-news-reporter/,www.thescinewsreporter.com,No media bias rating,mixed,low credibility
TheSpectator.info – Bias and Credibility,https://mediabiasfactcheck.com/thespectator-info/,www.thespectator.info,extreme-right,VeryLow,low credibility
The True Reporter – Bias and Credibility,https://mediabiasfactcheck.com/the-true-reporter/,www.thetruereporter.com,right,low,low credibility
The Warren Sun – Bias and Credibility,https://mediabiasfactcheck.com/the-warren-sun-bias/,www.warrensun.com,right-center,mixed,low credibility
Tobacco News Wire – Bias and Credibility,https://mediabiasfactcheck.com/tobacco-news-wire-bias/,www.tobacconewswire.com,right-center,mixed,low credibility
TPL News – Bias and Credibility,https://mediabiasfactcheck.com/tpl-news/,www.tplnews.com,extreme-left,mixed,low credibility
Southwest Times Record – Bias and Credibility,https://mediabiasfactcheck.com/southwest-times-record/,www.swtimes.com,center,high,high credibility
Trump.News – Bias and Credibility,https://mediabiasfactcheck.com/trump-news/,www.trump.news,extreme-right,VeryLow,low credibility
Truth Press – Bias and Credibility,https://mediabiasfactcheck.com/truth-press-bias/,www.truthpress.com,right,low,low credibility
Sterling Journal-Advocate – Bias and Credibility,https://mediabiasfactcheck.com/sterling-journal-advocate-bias/,www.journal-advocate.com,center,high,high credibility
Stratfor – Bias and Credibility,https://mediabiasfactcheck.com/stratfor/,www.stratfor.com,center,high,no credibility rating available
SWVA Today – Bias and Credibility,https://mediabiasfactcheck.com/swva-today-bias/,www.swvatoday.com,center,high,high credibility
Telegram & Gazette – Bias and Credibility,https://mediabiasfactcheck.com/telegram-gazette/,www.telegram.com,center,high,high credibility
The Angle – Bias and Credibility,https://mediabiasfactcheck.com/the-angle-bias/,theangle.digitaltrends.com,center,high,high credibility
The Bull – Tulsa – Bias and Credibility,https://mediabiasfactcheck.com/the-bull-tulsa/,www.thebulltulsa.com,center,high,high credibility
The Conversation – Bias and Credibility,https://mediabiasfactcheck.com/the-conversation/,www.theconversation.com,center,very high,high credibility
The Daily Northwestern – Bias and Credibility,https://mediabiasfactcheck.com/the-daily-northwestern/,www.dailynorthwestern.com,center,high,no credibility rating available
NewFolks – Bias and Credibility,https://mediabiasfactcheck.com/newfolks-bias/,www.newfolks.com,center,high,high credibility
Steadfast Clash – Bias and Credibility,https://mediabiasfactcheck.com/steadfast-clash-bias/,www.steadfastclash.com,right,mixed,low credibility
South Fulton Today – Bias and Credibility,https://mediabiasfactcheck.com/south-fulton-today/,www.southfultontoday.com,right-center,mixed,low credibility
NextGov – Bias and Credibility,https://mediabiasfactcheck.com/nextgov/,www.nextgov.com,center,high,high credibility
Sturgis-Coldwater News – Bias and Credibility,https://mediabiasfactcheck.com/sturgis-coldwater-news-bias/,www.sturgiscoldwaternews.com,right-center,mixed,low credibility
Northwest Florida Daily News – Bias and Credibility,https://mediabiasfactcheck.com/northwest-florida-daily-news/,www.nwfdailynews.com,center,high,high credibility
Ogden Reporter – Bias and Credibility,https://mediabiasfactcheck.com/ogden-reporter-bias/,www.ogdenreporter.com,center,high,high credibility
SW Colorado News – Bias and Credibility,https://mediabiasfactcheck.com/sw-colorado-news/,www.swcoloradonews.com,right-center,mixed,low credibility
SW Kansas News – Bias and Credibility,https://mediabiasfactcheck.com/sw-kansas-news-bias/,www.swkansasnews.com,right-center,mixed,low credibility
SW New Mexico News – Bias and Credibility,https://mediabiasfactcheck.com/sw-new-mexico-news-bias/,www.swnewmexiconews.com,right-center,mixed,low credibility
Patch – Bias and Credibility,https://mediabiasfactcheck.com/patch/,www.patch.com,center,high,high credibility
Peterson Foundation – Bias and Credibility,https://mediabiasfactcheck.com/peterson-foundation/,www.pgpf.org,center,high,high credibility
Plus Maths – Bias and Credibility,https://mediabiasfactcheck.com/plus-maths-bias/,plus.maths.org,center,high,high credibility
PoliticsHome – Bias and Credibility,https://mediabiasfactcheck.com/politicshome-bias/,www.politicshome.com,center,high,high credibility
Pottstown Mercury – Bias and Credibility,https://mediabiasfactcheck.com/pottstown-mercury-bias/,www.pottsmerc.com,center,high,high credibility
The Colorado Herald – Bias and Credibility,https://mediabiasfactcheck.com/the-colorado-herald/,www.thecoloradoherald.com,right,low,low credibility
The Covid World – Bias and Credibility,https://mediabiasfactcheck.com/the-covid-world-bias/,www.thecovidworld.com,No media bias rating,VeryLow,low credibility
The DC Patriot – Bias and Credibility,https://mediabiasfactcheck.com/the-dc-patriot/,www.thedcpatriot.com,extreme-right,low,low credibility
Radio Free Europe / Radio Liberty – Bias and Credibility,https://mediabiasfactcheck.com/radio-free-europe-radio-liberty/,www.rferl.org,center,mostly,high credibility
Ravalli Republic – Bias and Credibility,https://mediabiasfactcheck.com/ravalli-republic-bias/,www.ravallirepublic.com,center,high,high credibility
The Horn News – Bias and Credibility,https://mediabiasfactcheck.com/the-horn-news/,www.thehornnews.com,extreme-right,low,low credibility
Reuters – Bias and Credibility,https://mediabiasfactcheck.com/reuters/,www.reuters.com,center,very high,high credibility
The Majalla – Bias and Credibility,https://mediabiasfactcheck.com/al-majalla/,eng.majalla.com,right-center,mixed,low credibility
Ruidoso News – Bias and Credibility,https://mediabiasfactcheck.com/ruidoso-news-bias/,www.ruidosonews.com,center,high,high credibility
Sandwich Record – Bias and Credibility,https://mediabiasfactcheck.com/sandwich-record-bias/,www.shawlocal.com,center,high,high credibility
Santa Cruz Sentinel – Bias and Credibility,https://mediabiasfactcheck.com/santa-cruz-sentinel-bias/,www.santacruzsentinel.com,center,high,high credibility
The Right Scoop – Bias and Credibility,https://mediabiasfactcheck.com/the-right-scoop/,www.therightscoop.com,right,mixed,low credibility
The Scoop – Bias and Credibility,https://mediabiasfactcheck.com/the-scoop/,www.thescoop.us,extreme-right,mixed,low credibility
The Times of America – Bias and Credibility,https://mediabiasfactcheck.com/the-times-of-america/,www.digifection.com,extreme-right,VeryLow,low credibility
Sierra Sun – Bias and Credibility,https://mediabiasfactcheck.com/sierra-sun-bias/,www.sierrasun.com,center,high,high credibility
Thumb Reporter – Bias and Credibility,https://mediabiasfactcheck.com/thumb-reporter-bias/,www.thumbreporter.com,right-center,mixed,low credibility
Townhall – Bias and Credibility,https://mediabiasfactcheck.com/townhall/,www.townhall.com,right,mixed,low credibility
Triangle News – Bias and Credibility,https://mediabiasfactcheck.com/triangle-news-bias/,www.trianglenews.org,left-center,mixed,low credibility
Stacker – Bias and Credibility,https://mediabiasfactcheck.com/stacker-bias/,www.stacker.com,center,high,high credibility
Stars and Stripes – Bias and Credibility,https://mediabiasfactcheck.com/stars-and-stripes/,www.stripes.com,center,high,high credibility
Tuscaloosa Leader – Bias and Credibility,https://mediabiasfactcheck.com/tuscaloosa-leader/,www.tuscaloosaleader.com,right-center,mixed,low credibility
StrategyPage – Bias and Credibility,https://mediabiasfactcheck.com/strategypage/,www.strategypage.com,center,high,high credibility
Upper Delta News – Bias and Credibility,https://mediabiasfactcheck.com/upper-delta-news/,www.upperdeltanews.com,right-center,mixed,low credibility
TechSpot – Bias and Credibility,https://mediabiasfactcheck.com/techspot-bias/,www.techspot.com,center,high,high credibility
That’s Nonsense – Bias and Credibility,https://mediabiasfactcheck.com/thats-nonsense/,www.thatsnonsense.com,center,high,high credibility
Battlefords News Optimist – Bias and Credibility,https://mediabiasfactcheck.com/battlefords-news-optimist/,www.sasktoday.ca,center,high,high credibility
Washington Sources – Bias and Credibility,https://mediabiasfactcheck.com/washington-sources/,www.washingtonsources.org,left-center,mixed,low credibility
WayneDupree.com – Bias and Credibility,https://mediabiasfactcheck.com/waynedupree-com/,www.waynedupree.com,extreme-right,low,low credibility
WC Missouri News – Bias and Credibility,https://mediabiasfactcheck.com/wc-missouri-news-bias/,www.wcmissourinews.com,right-center,mixed,low credibility
The Herald-Dispatch – Bias and Credibility,https://mediabiasfactcheck.com/the-herald-dispatch/,www.herald-dispatch.com,center,high,high credibility
The Jordan Times – Bias and Credibility,https://mediabiasfactcheck.com/the-jordan-times/,www.jordantimes.com,center,mixed,medium credibility
News Facts Network (NFN) – Bias and Credibility,https://mediabiasfactcheck.com/news-facts-network-nfn/,www.no url available,center,very_high,high credibility
NewsNet (newsnetmedia.com) – Bias and Credibility,https://mediabiasfactcheck.com/newsnet-yournewsnet-com/,www.newsnetmedia.com,center,high,high credibility
Speech Point – Bias and Credibility,https://mediabiasfactcheck.com/speech-point/,www.speech-point.com,extreme-right,low,low credibility
Norristown Times-Herald – Bias and Credibility,https://mediabiasfactcheck.com/norristown-times-herald-bias/,www.timesherald.com,center,high,high credibility
Sunshine Sentinel – Bias and Credibility,https://mediabiasfactcheck.com/sunshine-sentinel/,www.sunshinesentinel.com,right-center,mixed,low credibility
SW Alaska News – Bias and Credibility,https://mediabiasfactcheck.com/sw-alaska-news/,www.swalaskanews.com,right-center,mixed,low credibility
Oregon Republican Reporter – Bias and Credibility,https://mediabiasfactcheck.com/oregon-republican-reporter-bias/,www.shawlocal.com,center,high,high credibility
Ottawa Herald (Kansas) – Bias and Credibility,https://mediabiasfactcheck.com/ottawa-herald-kansas-bias/,www.ottawaherald.com,center,high,high credibility
SW Valley Times – Bias and Credibility,https://mediabiasfactcheck.com/sw-valley-times/,www.swvalleytimes.com,right-center,mixed,low credibility
Taki’s Magazine – Bias and Credibility,https://mediabiasfactcheck.com/takis-magazine/,www.takimag.com,extreme-right,low,low credibility
Plano Record – Bias and Credibility,https://mediabiasfactcheck.com/plano-record-bias/,www.shawlocal.com,center,high,high credibility
Polygraph.info – Bias and Credibility,https://mediabiasfactcheck.com/polygraph-info/,www.polygraph.info,center,high,high credibility
The Blue State Conservative – Bias and Credibility,https://mediabiasfactcheck.com/the-blue-state-conservative-bias/,www.thebluestateconservative.com,right,low,low credibility
The Conservative Central – Bias and Credibility,https://mediabiasfactcheck.com/the-conservative-central/,www.theconservativecentral.com,extreme-right,low,low credibility
Punta Gorda Sun – Bias and Credibility,https://mediabiasfactcheck.com/punta-gorda-sun-bias/,www.yoursun.com,center,high,high credibility
The Federalist – Bias and Credibility,https://mediabiasfactcheck.com/the-federalist/,www.thefederalist.com,right,mixed,low credibility
The Free Telegraph – Bias and Credibility,https://mediabiasfactcheck.com/the-free-telegraph/,www.freetelegraph.com,right,mixed,low credibility
Reporters Without Borders – Bias and Credibility,https://mediabiasfactcheck.com/reporters-without-borders/,www.rsf.org,center,high,high credibility
The Liberty Daily – Bias and Credibility,https://mediabiasfactcheck.com/the-liberty-daily/,www.thelibertydaily.com,extreme-right,mixed,low credibility
RocaNews – Bias and Credibility,https://mediabiasfactcheck.com/rocanews/,www.rocanews.com,center,mostly,medium credibility
Russia Matters – Bias and Credibility,https://mediabiasfactcheck.com/russia-matters-bias/,www.russiamatters.org,center,no factual reporting rating,high credibility
The Published Reporter – Bias and Credibility,https://mediabiasfactcheck.com/the-published-reporter-bias/,www.publishedreporter.com,extreme-right,low,low credibility
Sarasota Observer – Bias and Credibility,https://mediabiasfactcheck.com/sarasota-observer-bias/,www.yourobserver.com,center,high,high credibility
